"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad"
"SENA SECRETARIA GENERAL","899999034","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.2526443","DG-1023 xxx-2022","704160753","CO1.BDOS.2450260","Cancelado","Prestar servicios profesionales de carácter temporal como productor, realizador y fotógrafo audiovisual, para gestionar y desarrollar los productos audiovisuales que se requieran frente al plan de comunicaciones del SENA para la vigencia 2022 de acuerdo con los parámetros establecidos por la Oficina de Comunicaciones.",,,,,,,,,"$51,351,310","Contratación directa","Servicios profesionales y apoyo a la gestión","330","día(s)",,,,"Bogotá","UNIDAD DE CONTRATACIÓN DE LA OFICINA DE COMUNICACIONES","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.82131501","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,160,753"
"AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN","900477169","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.3771426","cancelado2","700803117","CO1.BDOS.3675543","PRESTACION DE SERVICIOS - YEIMY ALEXANDRA PEÑUELA TOVAR","Prestar con autonomía técnica y administrativa los servicios profesionales en la ejecución de las actividades relacionadas con la verificación de documentos soportes del tipo de otras obligaciones, liquidación de deducciones para determinar valor a pagar, registro presupuestal de obligaciones, así como los seguimientos de acuerdo al perfil de Gestor Documental asignado en el aplicativo Olimpia y demás actividades que se requieran para el cumplimiento de las funciones establecidas para la Agencia",,,,,,,,,"$83,228,600","Contratación directa","Servicios profesionales y apoyo a la gestión","357","día(s)",,,,"Bogotá","GRUPO GESTION CONTRACTUAL","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,803,117"
"DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.3505037","DASCD-XX-00x--2022","702422486","CO1.BDOS.3414269","xx","Entregar a título de venta real material y efectiva bienes informáticos (hardware y software) para el DASCD",,,,,,,,,"$95,165,560","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","3","Mes(es)","11/15/2022","11/15/2022",,"Bogotá","SUBDIRECCION JURIDICA","0","0","0","0","0","0","0","0","3","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.43211508","Cerrado","Compraventa","No Definido","V143201800, V143202000, V143211507, V143211600, V143211700, V143211900","https://community.secop.gov.co/STS/Users/Login/Index","702,422,486"
"UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS","900490473","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.6334069","UARIV-CPSP-2024-1076332019","700509136","CO1.BDOS.6211201","DIANA MARLEN HURTADO RENTERIA","Prestar sus servicios profesionales a la Subdirección de Reparación Individual de la Unidad para la Atención y Reparación Integral a las Víctimas, para apoyar actividades administrativas, operativas, profesionales y de gestión en los diferentes procesos y procedimientos, garantizando el control de la información y el cumplimiento de los criterios de calidad establecidos por la Subdirección, en el marco del modelo de reparación integral para la construcción de la paz total.",,,,,,,,,"$20,481,660","Contratación directa","Servicios profesionales y apoyo a la gestión","6","Mes(es)",,,,"Bogotá","SECRETARIA GENERAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80161500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,509,136"
"UNP","900475780","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.10051914","22222","700271034","CO1.BDOS.9883435","PRESTACIÓN DE SERVICIOS PROFESIONALES","PRESTAR SERVICIOS PROFESIONALES EN EL PROCESO DE NOTIFICACIÓN CONFORME A LAS DIRECTRICES Y POLÍTICAS INSTITUCIONALES DE LA ENTIDAD",,,,,,,,,"$47,611,200","Contratación directa","Servicios profesionales y apoyo a la gestión","8","Mes(es)",,,,"No Aplica","CONTRATOS","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,271,034"
"ESE HNSR","8921150097","La Guajira","No Definido","Territorial","Centralizada","CO1.REQ.3764306","1671-2022","700591225","CO1.BDOS.3667894","AUXILIAR DE ENFERMERÍA","PRESTACIÓN DE SERVICIO COMO AUXILIAR DE ENFERMERÍA EN LA ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS.",,,,,,,,,"$3,600,000","Contratación régimen especial","Regla aplicable","90","día(s)",,,,"Riohacha","UNIDAD_CONTRATACION_COMPRA","0","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85101601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,591,225"
"HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO","891500084","Cauca","Santander De Quilichao","Territorial","Centralizada","CO1.REQ.4994032","2023-PS-690","704096098","CO1.BDOS.4885510","PRESTACIÓN DE SERVICIOS PROFESIONALES COMO CIRUJANO GENERAL.","PRESTACIÓN DE SERVICIOS PROFESIONALES COMO CIRUJANO GENERAL.",,,,,,,,,"$5,775,000","Contratación régimen especial","Decreto 092 de 2017","31","día(s)",,,,"No Aplica","JURIDICO","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85121600","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,096,098"
"SENA SECRETARIA GENERAL","899999034","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.9847014","DG-1-7080-16-2026","704160753","CO1.BDOS.9679239","DIEGO ARMANDO CONDE VILLAMIZAR","1-7080-16-2026 Prestación de servicios profesionales para asistir en la sistematización, análisis y generación de reportes técnicos relacionados con la gestión integral y el seguimiento del desarrollo de las Estrategias CampeSENA y Full Popular, en zona 1.","Presentación de oferta",,,,,,,,"$54,720,899","Contratación directa","Servicios profesionales y apoyo a la gestión","345","día(s)",,,,"Bogotá","UNIDAD DE CONTRATACIÓN SISTEMA NACIONAL DE FORMACIÓN PARA EL TRABAJO","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9705752","704,160,753"
"INSTITUCIÓN EDUCATIVA RURAL SAN MIGUEL","9000349495","Norte de Santander","Pamplona","Territorial","Centralizada","CO1.REQ.9400114","RE-009-2025","719887168","CO1.BDOS.9231814","ADQUISICIÓN DE MATERIALES DE FERRETERIA Y CONSTRUCCION PARA LA INSTITUCIÓN EDUCATIVA RURAL SAN MIGUEL","ADQUISICIÓN DE MATERIALES DE FERRETERIA Y CONSTRUCCION PARA LA INSTITUCIÓN EDUCATIVA RURAL SAN MIGUEL",,,,,,,,,"$23,775,271","Contratación régimen especial","Regla aplicable","5","día(s)",,,,"Pamplona","IER SAN MIGUEL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.31162800","Abierto","Compraventa","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","719,887,168"
"SECRETARIA DE EDUCACION DEL DISTRITO","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.5336947","SED-SCP-DIIP-PSAG-2-2024","701321135","CO1.BDOS.5220067","ANGELA VIVIANA FERNANDEZ VARGAS","Prestar servicios de apoyo y acompañamiento a estudiantes con discapacidad de  IED,  para la ejecución de actividades que contribuyan a su participación, bienestar e independencia, durante su permanencia en el sistema educativo, en el marco del sistema de apoyos y de la inclusión y equidad en la Educación con enfoque diferencial.",,,,,,,,,"$18,915,800","Contratación directa","Servicios profesionales y apoyo a la gestión","271","día(s)",,,,"Bogotá","DIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.91111902","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,321,135"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.8786204","CA 122 2024 13","712019876","CO1.BDOS.8630180","Compra de material aeronáutico","No definido",,,,,,,,,"$1,380,900","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.15121900","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"EMPRESA DE ENERGIA DEL GUAINIA LA CEIBA S.A. E.S.P","8430000578","Guainía","Inírida","Territorial","Centralizada","CO1.REQ.5290375","112-2023","718491897","CO1.BDOS.5175409","COMPRA DE TARJETAS PARA CREDIEMELCE","COMPRA DE TARJETAS PARA CREDIEMELCE",,,,,,,,,"$3,540,000","Contratación régimen especial","Regla aplicable","10","día(s)",,,,"Inírida","112-2023","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.14111815","Abierto","Compraventa","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","718,491,897"
"ALCALDIA MUNICIPIO DE DOSQUEBRADAS","800099310","Risaralda","Dosquebradas","Territorial","Centralizada","CO1.REQ.2786064","CD-1224-2022","704187608","CO1.BDOS.2712975","PRESTACION DE SERVICIOS PARA EL FORTALECIMIENTO DE LOS PROGRAMAS DE PARTICIPACION CIUDADANA  DE LA  SECRETARIA DE GOBIERNO DE DOSQUEBRADAS","PRESTACION DE SERVICIOS PARA EL FORTALECIMIENTO DE LOS PROGRAMAS DE PARTICIPACION CIUDADANA  DE LA  SECRETARIA DE GOBIERNO DE DOSQUEBRADAS",,,,,,,,,"$7,520,000","Contratación directa","Servicios profesionales y apoyo a la gestión","120","día(s)",,,,"Dosquebradas","SECRETARIA DE GOBIERNO","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,187,608"
"ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL","860523694","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.1378654","CD-133-2020","700964026","CO1.BDOS.1337494","CD-133-2020","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR TODAS LAS ACTIVIDADES ACADÉMICAS, OPERATIVAS Y ADMINISTRATIVAS DE LA DECANATURA DE ELECTROMECÁNICA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL",,,,,,,,,"$2,200,000","Contratación directa","Servicios profesionales y apoyo a la gestión","30","día(s)",,,,"Bogotá","CONTRATACIÓN","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,964,026"
"SUCRE - E.S.E CENTRO DE SALUD LOS PALMITOS","823002541","Sucre","Los Palmitos","Territorial","Centralizada","CO1.REQ.4126881","2209-CPS-01","705831261","CO1.BDOS.4031303","PRESTACION DE SERVICIOS PROFESIONALES PARA LA ASESORIA Y ACOMPAÑAMIENTO A LA EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE LOS PALMITOS; EN EL DILIGENCIAMIENTO DE LA ENCUESTA AMBIENTAL Y PROCESA","PRESTACION DE SERVICIOS PROFESIONALES PARA LA ASESORIA Y ACOMPAÑAMIENTO A LA EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE LOS PALMITOS EN EL DILIGENCIAMIENTO DE LA ENCUESTA AMBIENTAL Y PROCESAMIENTO CONSOLIDACION Y ELABORACION DEL DIAGNOSTICO AMBIENTAL VIGENCIA 2022",,,,,,,,,"$20,000,000","Contratación régimen especial","Regla aplicable","60","día(s)",,,,"Los Palmitos","GRUPO DE CONTRATOS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","705,831,261"
"SECRETARÍA DISTRITAL DE CULTURA, RECREACIÓN Y DEPORTE","0899999061","Distrito Capital de Bogotá","Bogotá","Territorial","Centralizada","CO1.REQ.3152547","0000","702169566","CO1.BDOS.3069059","Apoyar el despliegue de las actividades pedagógicas de interacción con la ciudadanía; en el marco de los planes de acción en campo de las estrategias de Cultura Ciudadana.","Prestar servicios a la Subsecretaría de Cultura Ciudadana y Gestión de Conocimiento en cumplimiento de las metas asociadas al proyecto de inversión 7879  Fortalecimiento de la Cultura Ciudadana y su institucionalidad en Bogotá , para apoyar el despliegue de las actividades pedagógicas de interacción con la ciudadanía, en el marco de los planes de acción en campo de las estrategias de Cultura Ciudadana.",,,,,,,,,"$9,652,685","Contratación directa","Servicios profesionales y apoyo a la gestión","170","día(s)",,,,"Bogotá","SUBS. de Cultura Ciudadana y Gestión del Conocimiento","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,169,566"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9140393","CA 975 2024 2","712019876","CO1.BDOS.8977197","COMPRA DE MATERIAL AERONAUTICO","No definido",,,,,,,,,"$1,050,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.25201500","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"SUPERVIGILANCIA - MD","800217123","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9848842","CDPS-0130-2026","700889173","CO1.BDOS.9681196","PRESTACIÓN DE SERVICIOS PROFESIONALES","Prestar servicios profesionales, para apoyar con la proyección revisión y gestión de conceptos técnicos y jurídicos, que adelanta la Delegatura para la Operación de la Superintendencia de Vigilancia y Seguridad Privada.","Presentación de oferta",,,,,,,,"$72,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","8","Mes(es)",,,,"Bogotá","GRUPO DE CONTRATOS","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9704400","700,889,173"
"FONDANE - DIRECCION TERRITORIAL CENTRO","800072977","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.1911257","EDP-30-OP-2021-353BOG","704972363","CO1.BDOS.1859645","CONV_SDP_MULTIP_2020_LOG_TH_TU_ Prestación de servicios de apoyo a la gestión para realizar Recolección Urbana de información de la Encuesta Multipropósito en las Unidades de Planificación Zonal -UPZ","CONV_SDP_MULTIP_2020_LOG_TH_TU_ Prestación de servicios de apoyo a la gestión para realizar Recolección Urbana de información de la Encuesta Multipropósito en las Unidades de Planificación Zonal -UPZ de Bogotá , mediante el método de captura móvil DMC y/o en los medios que el DANE disponga para este fin.",,,,,,,,,"$5,210,625","Contratación directa","Servicios profesionales y apoyo a la gestión","105","día(s)",,,,"Bogotá","CONTRATOS ENCUESTA MULTIPROPOSITO","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,972,363"
"HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO","891500084","Cauca","Santander De Quilichao","Territorial","Centralizada","CO1.REQ.4269858","2022-PS-841","704096098","CO1.BDOS.4172478","PRESTACION DE SERVICIOS PROFESIONALES COMO PEDIATRA.","PRESTACION DE SERVICIOS PROFESIONALES COMO PEDIATRA.",,,,,,,,,"$6,615,000","Contratación régimen especial","Decreto 092 de 2017","30","día(s)",,,,"No Aplica","JURIDICO","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85121613","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,096,098"
"SECRETARIA DE EDUCACION DEL DISTRITO","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.1928260","SED-SCP-DEPB-CONV-ASOC--2021","701321135","CO1.BDOS.1876748","Caja Colombiana de Subsidio Familiar  COLSUBSIDIO","Aunar esfuerzos, medios y recursos necesarios para implementar las estrategias Centros de Interés y Expediciones Pedagógicas, orientadas al fortalecimiento de competencias y capacidades para el siglo XXI de los estudiantes del sistema educativo distrital, en el marco del proyecto Fortalecimiento a la formación integral de calidad en Jornada Única y Jornada Completa, para niñas, niños y adolescentes en colegios distritales de Bogotá D.C.",,,,,,,,,"$9,145,029,801","Contratación Directa (con ofertas)","No existe pluralidad de oferentes en el mercado","258","día(s)","03/26/2021",,,"Bogotá","DIRECCION DE CONTRATACION","164","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.93141501","Abierto","Otro","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,321,135"
"FONDO FINANCIERO DISTRITAL DE SALUD..","8002469532","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.4510713","----------------------","701993388","CO1.BDOS.4409682","Prestar servicios profesionales de apoyo a la gestion de implementación y fortalecimiento del Sistema Obligatorio de Garantia de Calidad en la Dirección de Calidad de Servicios de Salud - Subdirecció","No definido",,,,,,,,,"$56,340,000","Contratación directa","Servicios profesionales y apoyo a la gestión","9","Mes(es)",,,,"Bogotá","SUBDIRECCION DE CONTRATACIÓN","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","V180111600, V180111700","https://community.secop.gov.co/STS/Users/Login/Index","701,993,388"
